 Instance     ,Mh,Decoder,Num Runs,Runs,Final objValue,Average objValue,Time Best,Time Total
HEVTSP_3_20_1_TW_2,SA,0,5, 13359.86 13368.35 13361.61 13358.24 13358.98,"13358,2","13361,4","44,48",100
HEVTSP_3_20_1_TW_3,SA,0,5, 13396.49 13407.20 13469.71 13424.38 13407.84,"13396,5","13421,1","41,06",100
HEVTSP_3_20_1_TW_4,SA,0,5, 13360.27 13359.16 13385.30 13357.36 13360.64,"13357,4","13364,5","49,656",100
HEVTSP_3_20_1_TW_5,SA,0,5, 13366.25 13358.24 13363.46 13363.89 13354.87,"13354,9","13361,3","53,532",100
HEVTSP_3_20_2_TW_0,SA,0,5, 13339.73 13393.25 13383.53 13343.85 13368.60,"13339,7","13365,8","21,737",100
HEVTSP_3_20_2_TW_1,SA,0,5, 13371.02 13387.70 13338.94 13349.98 13365.99,"13338,9","13362,7","42,433",100
HEVTSP_3_20_2_TW_2,SA,0,5, 13308.37 13386.03 13388.65 13391.40 13318.15,"13308,4","13358,5","41,198",100
HEVTSP_3_20_2_TW_3,SA,0,5, 13384.95 13360.44 13402.16 13322.82 13373.60,"13322,8","13368,8","50,742",100
HEVTSP_3_20_2_TW_4,SA,0,5, 13303.19 13379.06 13356.95 13370.66 13302.03,13302,"13342,4","38,532",100
HEVTSP_3_20_2_TW_5,SA,0,5, 13318.95 13350.46 13395.54 13349.15 13391.20,13319,"13361,1","53,379",100
HEVTSP_3_20_3_TW_0,SA,0,5, 13360.46 13330.70 13338.03 13379.48 13356.07,"13330,7","13352,9","47,582",100
HEVTSP_3_20_3_TW_1,SA,0,5, 13360.24 13295.75 13293.35 13291.91 13410.31,"13291,9","13330,3",49,100
HEVTSP_3_20_3_TW_2,SA,0,5, 13276.91 13290.41 13330.21 13295.24 13375.93,"13276,9","13313,7","53,147",100
HEVTSP_3_20_3_TW_3,SA,0,5, 13320.54 13378.48 13309.21 13313.22 13341.67,"13309,2","13332,6","53,611",100
HEVTSP_3_20_3_TW_4,SA,0,5, 13310.05 13292.30 13316.17 13341.13 13296.48,"13292,3","13311,2","71,688",100
HEVTSP_3_20_3_TW_5,SA,0,5, 13292.30 13319.19 13296.51 13376.48 13300.66,"13292,3",13317,"42,491",100
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------,,,,,,,,
                        Segunda Tentativa de Execução - MAX_TIME = 200,,,,,,,,
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------,,,,,,,,
 Instance     ,Mh,Decoder,Num Runs,Runs,Final objValue,Average objValue,Time Best,Time Total
HEVTSP_1_20_1_TW_0,SA,0,5, 2015.99 2015.99 2015.99 2015.99 2015.99,2016,2016,"81,07","200,001"
HEVTSP_1_20_1_TW_1,SA,0,5, 2015.99 2015.99 2015.99 2015.99 2015.99,2016,2016,"59,41","200,001"
HEVTSP_1_20_1_TW_2,SA,0,5, 2015.99 2015.99 2015.99 2015.99 2015.99,2016,2016,"43,433","200,001"
HEVTSP_1_20_1_TW_3,SA,0,5, 2015.99 2015.99 2015.99 2015.99 2015.99,2016,2016,"62,936","200,001"
HEVTSP_1_20_1_TW_4,SA,0,5, 2015.99 2015.99 2015.99 2015.99 2015.99,2016,2016,"36,406","200,001"
HEVTSP_1_20_1_TW_5,SA,0,5, 2015.99 2021.84 2015.99 2015.99 2015.99,2016,"2017,2","51,487","200,001"
HEVTSP_1_20_2_TW_0,SA,0,5, 2010.01 2010.01 2010.01 2003.05 2010.01,"2003,1","2008,6","112,855","200,001"
HEVTSP_1_20_2_TW_1,SA,0,5, 2004.09 2008.81 2000.69 2002.86 2005.16,"2000,7","2004,3","123,105","200,001"
HEVTSP_1_20_2_TW_2,SA,0,5, 2009.32 2018.59 2003.86 2000.50 2003.73,"2000,5","2007,2","114,744","200,001"
HEVTSP_1_20_2_TW_3,SA,0,5, 2005.91 1999.80 1999.89 1996.05 2001.63,1996,"2000,7","98,433",200
HEVTSP_1_20_2_TW_4,SA,0,5, 2001.98 1997.05 1992.88 1984.89 1982.57,"1982,6","1991,9","95,112",200
HEVTSP_1_20_2_TW_5,SA,0,5, 2000.24 1987.48 1969.78 1981.73 1972.74,"1969,8","1982,4","87,202","172,773"
HEVTSP_1_20_3_TW_0,SA,0,5, 1620.16 1643.08 1610.61 1642.60 1606.78,"1606,8","1624,6","122,239","200,001"
HEVTSP_1_20_3_TW_1,SA,0,5, 1606.42 1606.57 1606.42 1606.57 1606.42,"1606,4","1606,5","74,454","119,706"
HEVTSP_1_20_3_TW_2,SA,0,5, 1646.65 1646.65 1634.25 1633.75 1646.82,"1633,7","1641,6","102,498","200,001"
HEVTSP_1_20_3_TW_3,SA,0,5, 1606.42 1606.42 1606.42 1606.42 1606.42,"1606,4","1606,4","49,939","49,94"
HEVTSP_1_20_3_TW_4,SA,0,5, 1606.42 1606.42 1606.42 1606.42 1606.42,"1606,4","1606,4","68,665","68,666"
HEVTSP_1_20_3_TW_5,SA,0,5, 1646.65 1634.68 1646.65 1646.65 1646.65,"1634,7","1644,3","99,482","200,001"
HEVTSP_2_20_1_TW_0,SA,0,5, 7859.77 7825.74 7835.62 7828.79 7863.70,"7825,7","7842,7","93,897",200
HEVTSP_2_20_1_TW_1,SA,0,5, 7829.59 7824.80 7823.56 7810.82 7852.75,"7810,8","7828,3","130,561",200
HEVTSP_2_20_1_TW_2,SA,0,5, 7807.56 7822.41 7823.03 7807.05 7807.05,"7807,1","7813,4","94,889","157,713"
HEVTSP_2_20_1_TW_3,SA,0,5, 7823.31 7870.72 7887.08 7857.58 7832.43,"7823,3","7854,2","82,934",200
HEVTSP_2_20_1_TW_4,SA,0,5, 7822.64 7831.79 7824.94 7823.56 7818.57,"7818,6","7824,3","86,662",200
HEVTSP_2_20_1_TW_5,SA,0,5, 7807.56 7812.56 7810.82 7821.31 7820.37,"7807,6","7814,5","151,513",200
HEVTSP_2_20_2_TW_0,SA,0,5, 7698.36 7701.82 7696.55 7692.90 7700.40,"7692,9",7698,"121,648",200
HEVTSP_2_20_2_TW_1,SA,0,5, 7706.03 7692.62 7697.10 7690.10 7690.08,"7690,1","7695,2","81,317",200
HEVTSP_2_20_2_TW_2,SA,0,5, 7687.74 7672.32 7691.32 7693.11 7688.73,"7672,3","7686,6","82,893",200
HEVTSP_2_20_2_TW_3,SA,0,5, 7698.72 7701.48 7688.45 7701.35 7694.98,"7688,5",7697,"90,734",200
HEVTSP_2_20_2_TW_4,SA,0,5, 7694.79 7689.35 7689.90 7696.09 7686.72,"7686,7","7691,4","128,495",200
HEVTSP_2_20_2_TW_5,SA,0,5, 7671.57 7693.76 7686.60 7696.21 7685.97,"7671,6","7686,8","101,379",200
HEVTSP_2_20_3_TW_0,SA,0,5, 7762.16 7736.44 7716.02 7745.24 7744.24,7716,"7740,8","95,531",200
HEVTSP_2_20_3_TW_1,SA,0,5, 7745.16 7749.63 7740.12 7740.05 7740.17,"7740,1",7743,"94,313",200
HEVTSP_2_20_3_TW_2,SA,0,5, 7736.77 7725.34 7736.64 7720.85 7727.79,"7720,8","7729,5","94,564",200
HEVTSP_2_20_3_TW_3,SA,0,5, 7713.99 7731.65 7735.31 7745.19 7732.71,7714,"7731,8","78,91",200
HEVTSP_2_20_3_TW_4,SA,0,5, 7725.11 7741.29 7737.26 7736.77 7739.48,"7725,1",7736,"132,597",200
HEVTSP_2_20_3_TW_5,SA,0,5, 7735.20 7732.60 7722.18 7715.01 7725.94,7715,"7726,2","74,873",200
HEVTSP_3_20_1_TW_0,SA,0,5, 13422.53 13456.40 13411.27 13386.81 13390.15,"13386,8","13413,4","112,067",200
HEVTSP_3_20_1_TW_1,SA,0,5, 13360.25 13376.26 13363.73 13390.80 13360.16,"13360,2","13370,2","164,445",200
HEVTSP_3_20_1_TW_2,SA,0,5, 13370.86 13360.46 13358.24 13358.89 13377.48,"13358,2","13365,2","102,93",200
HEVTSP_3_20_1_TW_3,SA,0,5, 13373.35 13411.75 13383.39 13362.58 13362.19,"13362,2","13378,7","98,124",200
HEVTSP_3_20_1_TW_4,SA,0,5, 13358.73 13360.69 13365.70 13367.01 13364.44,"13358,7","13363,3","103,253",200
HEVTSP_3_20_1_TW_5,SA,0,5, 13354.87 13358.69 13343.32 13366.36 13359.16,"13343,3","13356,5","83,206","163,541"
HEVTSP_3_20_2_TW_0,SA,0,5, 13362.94 13391.43 13356.66 13379.59 13375.79,"13356,7","13373,3","91,696",200
HEVTSP_3_20_2_TW_1,SA,0,5, 13344.25 13365.73 13363.46 13371.98 13310.12,"13310,1","13351,1","113,405",200
HEVTSP_3_20_2_TW_2,SA,0,5, 13365.11 13348.26 13307.93 13342.08 13349.83,"13307,9","13342,6","116,058",200
HEVTSP_3_20_2_TW_3,SA,0,5, 13311.80 13361.09 13324.27 13324.85 13365.96,"13311,8","13337,6","79,402",200
HEVTSP_3_20_2_TW_4,SA,0,5, 13354.15 13315.99 13306.65 13396.75 13308.27,"13306,6","13336,4","58,494",200
HEVTSP_3_20_2_TW_5,SA,0,5, 13349.54 13309.10 13304.50 13344.63 13378.35,"13304,5","13337,2","60,33",200
HEVTSP_3_20_3_TW_0,SA,0,5, 13410.42 13389.81 13298.04 13282.76 13302.89,"13282,8","13336,8","155,513",200
HEVTSP_3_20_3_TW_1,SA,0,5, 13315.80 13406.35 13373.07 13338.37 13296.83,"13296,8","13346,1","58,651",200
HEVTSP_3_20_3_TW_2,SA,0,5, 13292.30 13325.06 13292.85 13280.27 13295.75,"13280,3","13297,2","33,486",200
HEVTSP_3_20_3_TW_3,SA,0,5, 13281.60 13293.53 13314.23 13350.62 13292.30,"13281,6","13306,5","99,643",200
HEVTSP_3_20_3_TW_4,SA,0,5, 13296.34 13281.61 13295.16 13295.65 13310.37,"13281,6","13295,8","111,657",200
HEVTSP_3_20_3_TW_5,SA,0,5, 13294.84 13333.58 13293.30 13299.10 13292.63,"13292,6","13302,7","77,704",200
