| Instance | Mh | Decoder | Num Runs |              Runs              | Final objValue | Average objValue | Time Best | Time Total |

HEVTSP_3_08_1_TW_3	SA	0	5	 12706.60 12706.60 12706.60 12706.60 12706.60	12706.6	12706.6	0.403	40.000
HEVTSP_3_08_1_TW_4	SA	0	5	 12706.60 12706.60 12706.60 12706.60 12706.60	12706.6	12706.6	0.264	40.000
HEVTSP_3_08_1_TW_5	SA	0	5	 12724.75 12724.75 12724.75 12724.75 12724.75	12724.8	12724.8	0.316	40.000
HEVTSP_3_08_2_TW_0	SA	0	5	 12687.90 12687.90 12687.90 12687.90 12687.90	12687.9	12687.9	1.110	40.000
HEVTSP_3_08_2_TW_1	SA	0	5	 12712.96 12712.96 12712.96 12712.96 12712.96	12713.0	12713.0	0.265	40.000
HEVTSP_3_08_2_TW_2	SA	0	5	 12712.96 12712.96 12712.96 12712.96 12712.96	12713.0	12713.0	0.415	40.000
HEVTSP_3_08_2_TW_3	SA	0	5	 12712.96 12712.96 12712.96 12712.96 12712.96	12713.0	12713.0	0.256	40.000
HEVTSP_3_08_2_TW_4	SA	0	5	 12712.96 12712.96 12712.96 12712.96 12712.96	12713.0	12713.0	0.277	40.000
HEVTSP_3_08_2_TW_5	SA	0	5	 12712.96 12712.96 12712.96 12712.96 12712.96	12713.0	12713.0	0.225	40.000
HEVTSP_3_08_3_TW_0	SA	0	5	 12708.57 12708.57 12708.57 12708.57 12708.57	12708.6	12708.6	0.545	40.000
HEVTSP_3_08_3_TW_1	SA	0	5	 12708.57 12708.57 12708.57 12708.57 12708.57	12708.6	12708.6	0.486	40.000
HEVTSP_3_08_3_TW_2	SA	0	5	 12738.05 12738.05 12738.05 12738.05 12738.05	12738.0	12738.0	1.600	40.000
HEVTSP_3_08_3_TW_3	SA	0	5	 12738.05 12738.05 12738.05 12738.05 12738.05	12738.0	12738.0	0.775	40.000
HEVTSP_3_08_3_TW_4	SA	0	5	 12738.05 12738.05 12738.05 12738.05 12738.05	12738.0	12738.0	2.296	40.000
HEVTSP_3_08_3_TW_5	SA	0	5	 12738.05 12738.05 12738.05 12738.05 12738.05	12738.0	12738.0	0.679	40.000
