 Instance     ,Mh,Decoder,Num Runs,Runs,Final objValue,Average objValue,Time Best,Time Total
HEVTSP_2_08_1_TW_0,SA,0,5, 7189.85 7189.85 7189.85 7189.85 7189.85,"7189,9","7189,9","0,211",211
HEVTSP_2_08_1_TW_1,SA,0,5, 7189.85 7189.85 7189.85 7189.85 7189.85,"7189,9","7189,9","0,259",259
HEVTSP_2_08_1_TW_2,SA,0,5, 7189.85 7189.85 7189.85 7189.85 7189.85,"7189,9","7189,9","0,124",124
HEVTSP_2_08_1_TW_3,SA,0,5, 7202.07 7202.07 7202.07 7202.07 7202.07,"7202,1","7202,1","0,221",221
HEVTSP_2_08_1_TW_4,SA,0,5, 7202.07 7202.07 7202.07 7202.07 7202.07,"7202,1","7202,1","0,263",263
HEVTSP_2_08_1_TW_5,SA,0,5, 7202.07 7202.07 7202.07 7202.07 7202.07,"7202,1","7202,1","0,186",186
HEVTSP_2_08_2_TW_0,SA,0,5, 7140.95 7140.95 7140.95 7140.95 7140.95,"7140,9","7140,9","0,24","0,24"
HEVTSP_2_08_2_TW_1,SA,0,5, 7174.85 7174.85 7174.85 7174.85 7174.85,"7174,9","7174,9","0,25","0,25"
HEVTSP_2_08_2_TW_2,SA,0,5, 7174.85 7174.85 7174.85 7174.85 7174.85,"7174,9","7174,9","0,257",257
HEVTSP_2_08_2_TW_3,SA,0,5, 7174.85 7174.85 7174.85 7174.85 7174.85,"7174,9","7174,9","0,25","0,25"
HEVTSP_2_08_2_TW_4,SA,0,5, 7174.85 7174.85 7174.85 7174.85 7174.85,"7174,9","7174,9","0,246",246
HEVTSP_2_08_2_TW_5,SA,0,5, 7174.85 7174.85 7174.85 7174.85 7174.85,"7174,9","7174,9","0,354",354
HEVTSP_2_08_3_TW_0,SA,0,5, 7292.25 7292.25 7292.25 7292.25 7292.25,"7292,2","7292,2","0,249",249
HEVTSP_2_08_3_TW_1,SA,0,5, 7292.25 7292.25 7292.25 7292.25 7292.25,"7292,2","7292,2","0,258",258
HEVTSP_2_08_3_TW_2,SA,0,5, 7292.25 7292.25 7292.25 7292.25 7292.25,"7292,2","7292,2","0,238",238
HEVTSP_2_08_3_TW_3,SA,0,5, 7292.25 7292.25 7292.25 7292.25 7292.25,"7292,2","7292,2","0,237",237
HEVTSP_2_08_3_TW_4,SA,0,5, 7292.25 7292.25 7292.25 7292.25 7292.25,"7292,2","7292,2","0,263",263
HEVTSP_2_08_3_TW_5,SA,0,5, 7292.25 7292.25 7292.25 7292.25 7292.25,"7292,2","7292,2","0,15",151
HEVTSP_3_08_1_TW_0,SA,0,5, 12706.60 12706.60 12706.60 12706.60 12706.60,"12706,6","12706,6","0,328",329
HEVTSP_3_08_1_TW_1,SA,0,5, 12706.60 12706.60 12706.60 12706.60 12706.60,"12706,6","12706,6","0,264",264
HEVTSP_3_08_1_TW_2,SA,0,5, 12724.75 12724.75 12724.75 12724.75 12724.75,"12724,8","12724,8","0,267",267
HEVTSP_3_08_1_TW_3,SA,0,5, 12706.60 12706.60 12706.60 12706.60 12706.60,"12706,6","12706,6","0,253",253
HEVTSP_3_08_1_TW_4,SA,0,5, 12706.60 12706.60 12706.60 12706.60 12706.60,"12706,6","12706,6","0,255",255
HEVTSP_3_08_1_TW_5,SA,0,5, 12724.75 12724.75 12724.75 12724.75 12724.75,"12724,8","12724,8","0,223",223
HEVTSP_3_08_2_TW_0,SA,0,5, 12687.90 12687.90 12687.90 12687.90 12687.90,"12687,9","12687,9","1,192",1192
HEVTSP_3_08_2_TW_1,SA,0,5, 12712.96 12712.96 12712.96 12712.96 12712.96,12713,12713,"0,308",308
HEVTSP_3_08_2_TW_2,SA,0,5, 12712.96 12712.96 12712.96 12712.96 12712.96,12713,12713,"0,263",263
HEVTSP_3_08_2_TW_3,SA,0,5, 12712.96 12712.96 12712.96 12712.96 12712.96,12713,12713,"0,414",414
HEVTSP_3_08_2_TW_4,SA,0,5, 12712.96 12712.96 12712.96 12712.96 12712.96,12713,12713,"0,273",273
HEVTSP_3_08_2_TW_5,SA,0,5, 12712.96 12712.96 12712.96 12712.96 12712.96,12713,12713,"0,554",554
HEVTSP_3_08_3_TW_0,SA,0,5, 12708.57 12708.57 12708.57 12708.57 12708.57,"12708,6","12708,6","1,052",1052
HEVTSP_3_08_3_TW_1,SA,0,5, 12708.57 12708.57 12708.57 12708.57 12708.57,"12708,6","12708,6","0,624",624
HEVTSP_3_08_3_TW_2,SA,0,5, 12738.05 12738.05 12738.05 12738.05 12738.05,12738,12738,"1,853",1853
HEVTSP_3_08_3_TW_3,SA,0,5, 12738.05 12738.05 12738.05 12738.05 12738.05,12738,12738,"0,649",649
HEVTSP_3_08_3_TW_4,SA,0,5, 12738.05 12738.05 12738.05 12738.05 12738.05,12738,12738,"0,271",271
HEVTSP_3_08_3_TW_5,SA,0,5, 12738.05 12738.05 12738.05 12738.05 12738.05,12738,12738,"0,245",245
,,,,,,,,
,,,,,,,"0,384775510204082",
