 Instance     ,Mh,Decoder,Num Runs,Runs,Final objValue,Average objValue,Time Best,Time Total
HEVTSP_2_08_2_TW_1,SA,1,5, 7174.85 7174.85 7174.85 7174.85 7174.85,"7174,9","7174,9","0,216","0,217"
HEVTSP_2_08_2_TW_2,SA,1,5, 7174.85 7174.85 7174.85 7174.85 7174.85,"7174,9","7174,9","0,174","0,174"
HEVTSP_2_08_2_TW_3,SA,1,5, 7174.85 7174.85 7174.85 7174.85 7174.85,"7174,9","7174,9","0,208","0,208"
HEVTSP_2_08_2_TW_4,SA,1,5, 7174.85 7174.85 7174.85 7174.85 7174.85,"7174,9","7174,9","0,196","0,196"
HEVTSP_2_08_2_TW_5,SA,1,5, 7174.85 7174.85 7174.85 7174.85 7174.85,"7174,9","7174,9","0,12","0,12"
HEVTSP_2_08_3_TW_0,SA,1,5, 7292.25 7292.25 7292.25 7292.25 7292.25,"7292,2","7292,2","0,386","0,386"
HEVTSP_2_08_3_TW_1,SA,1,5, 7292.25 7292.25 7292.25 7292.25 7292.25,"7292,2","7292,2","0,22","0,22"
HEVTSP_2_08_3_TW_2,SA,1,5, 7292.25 7292.25 7292.25 7292.25 7292.25,"7292,2","7292,2","0,2","0,2"
HEVTSP_2_08_3_TW_3,SA,1,5, 7292.25 7292.25 7292.25 7292.25 7292.25,"7292,2","7292,2","0,216","0,216"
HEVTSP_2_08_3_TW_4,SA,1,5, 7292.25 7292.25 7292.25 7292.25 7292.25,"7292,2","7292,2","0,214","0,214"
HEVTSP_2_08_3_TW_5,SA,1,5, 7292.25 7292.25 7292.25 7292.25 7292.25,"7292,2","7292,2","0,076","0,076"
HEVTSP_3_08_1_TW_0,SA,1,5, 12706.60 12706.60 12706.60 12706.60 12706.60,"12706,6","12706,6","0,215","0,215"
HEVTSP_3_08_1_TW_1,SA,1,5, 12706.60 12706.60 12706.60 12706.60 12706.60,"12706,6","12706,6","0,228","0,228"
HEVTSP_3_08_1_TW_2,SA,1,5, 12724.75 12724.75 12724.75 12724.75 12724.75,"12724,8","12724,8","0,194","0,194"
HEVTSP_3_08_1_TW_3,SA,1,5, 12706.60 12706.60 12706.60 12706.60 12706.60,"12706,6","12706,6","0,22","0,22"
HEVTSP_3_08_1_TW_4,SA,1,5, 12706.60 12706.60 12706.60 12706.60 12706.60,"12706,6","12706,6","0,088","0,088"
HEVTSP_3_08_1_TW_5,SA,1,5, 12724.75 12724.75 12724.75 12724.75 12724.75,"12724,8","12724,8","0,231","0,231"
HEVTSP_3_08_2_TW_0,SA,1,5, 12687.90 12687.90 12687.90 12687.90 12687.90,"12687,9","12687,9","1,256","1,256"
HEVTSP_3_08_2_TW_1,SA,1,5, 12712.96 12712.96 12712.96 12712.96 12712.96,12713,12713,"0,294","0,294"
HEVTSP_3_08_2_TW_2,SA,1,5, 12712.96 12712.96 12712.96 12712.96 12712.96,12713,12713,"0,225","0,225"
HEVTSP_3_08_2_TW_3,SA,1,5, 12712.96 12712.96 12712.96 12712.96 12712.96,12713,12713,"0,227","0,228"
HEVTSP_3_08_2_TW_4,SA,1,5, 12712.96 12712.96 12712.96 12712.96 12712.96,12713,12713,"0,23","0,23"
HEVTSP_3_08_2_TW_5,SA,1,5, 12712.96 12712.96 12712.96 12712.96 12712.96,12713,12713,"0,217","0,217"
HEVTSP_3_08_3_TW_0,SA,1,5, 12708.57 12708.57 12708.57 12708.57 12708.57,"12708,6","12708,6","3,606","3,606"
HEVTSP_3_08_3_TW_1,SA,1,5, 12708.57 12708.57 12708.57 12708.57 12708.57,"12708,6","12708,6","0,67","0,67"
HEVTSP_3_08_3_TW_2,SA,1,5, 12738.05 12738.05 12738.05 12738.05 12738.05,12738,12738,"0,417","0,417"
HEVTSP_3_08_3_TW_3,SA,1,5, 12738.05 12738.05 12738.05 12738.05 12738.05,12738,12738,"1,424","1,424"
HEVTSP_3_08_3_TW_4,SA,1,5, 12738.05 12738.05 12738.05 12738.05 12738.05,12738,12738,"0,429","0,429"
HEVTSP_3_08_3_TW_5,SA,1,5, 12738.05 12738.05 12738.05 12738.05 12738.05,12738,12738,"1,018","1,018"
